"Title","Year","Make","Model","Price","Sold","VIN","LicensePlate","Color","InventoryDate"
"2013 GMC Yukon XL 2500","2,013","GMC","Yukon XL 2500","14,815","0","19UYA42643A737999","N2G 0W4","Black","2/5/2020"
"2025 Jeep Wrangler","2,025","Jeep","Wrangler","19,840","0","1G6AF5S36E0094063","C1Z 8H3","Black","5/29/2018"
"2008 Ford Crown Victoria","2,008","Ford","Crown Victoria","21,781","1","1G6DV8EP2D0540076","F0B 6W4","Silver","4/20/2018"
"2020 Toyota FJ Cruiser","2,020","Toyota","FJ Cruiser","19,389","0","1G4PP5SK2C4021009","R0F 1I1","White","2/5/2019"
"2013 Chevrolet Express","2,013","Chevrolet","Express","16,526","0","WAULD54B62N060877","S9N 0C2","Black","1/30/2020"
"2015 Pontiac Trans Sport","2,015","Pontiac","Trans Sport","13,877","0","WBSBL93444J141195","Y9O 4W6","White","7/4/2020"
"2019 Mitsubishi Diamante","2,019","Mitsubishi","Diamante","19,525","0","3GYFNGEY9BS550371","P1F 8G9","Black","12/27/2019"
"2023 Lexus LS Hybrid","2,023","Lexus","LS Hybrid","14,651","1","1G4GC5G38EF421094","D3D 4F7","Black","8/1/2019"
"2013 Chevrolet Aveo","2,013","Chevrolet","Aveo","15,872","0","1G6AB5SX7D0546096","W6B 6R8","Red","5/10/2019"
"2011 Lexus SC","2,011","Lexus","SC","22,360","1","3N1CN7AP7DL668571","V7C 2J0","Red","8/15/2020"
"2008 Volvo C70","2,008","Volvo","C70","21,835","1","1N4AA5AP4EC808776","X2Z 9L1","White","4/25/2020"
"2004 Buick Enclave","2,004","Buick","Enclave","20,977","0","3D73Y4HL5BG333147","T3S 3R1","White","9/22/2018"
"2019 Chrysler LeBaron","2,019","Chrysler","LeBaron","20,864","0","WA1CGBFE4CD148330","T8B 0W1","White","10/15/2018"
"2021 Volvo XC70","2,021","Volvo","XC70","24,938","1","1GYS4AEF5ER240299","L3V 9H4","Silver","6/19/2020"
"2012 Hyundai Tucson","2,012","Hyundai","Tucson","19,588","0","WDDGF4HB8CR022215","I9H 6D2","Blue","12/26/2018"
"2009 Jaguar X-Type","2,009","Jaguar","X-Type","14,705","1","WAU4FAFL0AA417151","J2W 7O8","Gray","4/20/2018"
"2003 Mercury Sable","2,003","Mercury","Sable","23,075","1","SALVP2BG1FH063473","J5O 5X7","White","9/3/2018"
"2003 Mercury Grand Marquis","2,003","Mercury","Grand Marquis","13,685","1","JA32X8HW8DU211004","G3H 1E9","Black","2/23/2019"
"2024 GMC Yukon","2,024","GMC","Yukon","20,334","1","2T2BK1BA6DC509886","A9G 9M0","Silver","12/3/2018"
"2008 Toyota Corolla","2,008","Toyota","Corolla","14,010","1","WAUNF78P67A507758","N4T 1D9","Black","12/10/2019"
"2013 Pontiac LeMans","2,013","Pontiac","LeMans","23,713","1","WAUHFAFL1CA967592","E9E 1L7","Gray","9/3/2020"
"2014 Chevrolet Express 3500","2,014","Chevrolet","Express 3500","23,366","1","SAJWA4DCXBM038111","A8U 8E7","Blue","8/10/2018"
"2001 Lexus ES","2,001","Lexus","ES","23,972","1","YV140MEB8F1975829","Q5M 7K0","Black","12/8/2020"
"2018 Ford Aerostar","2,018","Ford","Aerostar","14,752","0","1G4GC5GR0DF786551","D2J 5J8","Gray","2/3/2019"
"2025 Chevrolet Corvette","2,025","Chevrolet","Corvette","21,067","1","WAUEF98E88A138722","M6E 3O8","Gray","9/3/2020"
"2009 Dodge Neon","2,009","Dodge","Neon","19,822","0","5FPYK1F55EB649329","D3G 8K3","Blue","6/20/2020"
"2011 Toyota Tacoma","2,011","Toyota","Tacoma","21,584","0","3D7TT2CTXBG103873","I2A 8V3","Blue","12/30/2019"
"2005 Chevrolet Silverado 2500","2,005","Chevrolet","Silverado 2500","18,321","0","3VWF17AT9FM324298","P3M 1L6","Blue","7/4/2019"
"2007 Mercury Mariner","2,007","Mercury","Mariner","20,830","1","JA32X8HW1DU070941","T6H 4Q3","Brown","2/2/2019"
"2012 Mercury Mountaineer","2,012","Mercury","Mountaineer","20,534","1","5TFBY5F19CX721010","F6L 8J1","Yellow","1/5/2018"
"2006 BMW M3","2,006","BMW","M3","15,658","0","WAUA2AFD9DN305601","P2D 9O6","Gray","1/13/2020"
"2007 Dodge Grand Caravan","2,007","Dodge","Grand Caravan","13,734","0","W04GR5ECXB1525756","W0Z 1M1","Black","4/17/2018"
"2012 Chevrolet Suburban 1500","2,012","Chevrolet","Suburban 1500","23,157","0","3D73Y4EL6AG194410","E4V 8V8","Silver","7/21/2020"
"2023 Porsche Boxster","2,023","Porsche","Boxster","13,609","1","WBAPK7G56BN369712","D1H 4G5","Gray","8/11/2019"
"2016 Lotus Evora","2,016","Lotus","Evora","14,392","1","WAUCFAFR1EA109217","H8N 6D6","Gray","9/25/2019"
"2010 Chevrolet Camaro","2,010","Chevrolet","Camaro","19,903","1","1G6AR5S33F0739924","P3D 1S8","Black","2/9/2019"
"2001 Cadillac CTS","2,001","Cadillac","CTS","13,684","1","WBADT43412G715861","Y0D 8B8","Yellow","9/19/2018"
"2014 Suzuki Reno","2,014","Suzuki","Reno","19,803","0","JTDKDTB37C1497794","K5T 6P2","Blue","10/4/2020"
"2007 Chevrolet Camaro","2,007","Chevrolet","Camaro","15,775","1","5GADX33L35D177809","R6I 2C6","White","7/19/2019"
"2005 Ford E250","2,005","Ford","E250","14,700","1","1G6DM5EV3A0072239","B1O 8R6","Silver","11/14/2020"
"2020 Lexus LS","2,020","Lexus","LS","21,761","1","WBSBR93481E263772","K5G 5N9","White","4/26/2019"
"2011 Nissan Frontier","2,011","Nissan","Frontier","22,750","0","1FTEW1C87AK675861","J8Y 6N1","Black","5/17/2020"
"2013 Buick LeSabre","2,013","Buick","LeSabre","22,684","0","WBAKG7C58DE868337","U6P 9F9","Red","12/4/2018"
"2008 Buick Skyhawk","2,008","Buick","Skyhawk","22,833","0","5UXFG435X8L625082","Y7G 1J4","Green","10/27/2019"
"2024 BMW M3","2,024","BMW","M3","16,472","1","WAUEFAFL7BA551449","M8O 1D8","Blue","5/6/2018"
"2021 Porsche 911","2,021","Porsche","911","17,651","0","JN1CV6FE8CM209880","E1K 0G1","Black","3/18/2020"
"2000 Mercedes-Benz 500SL","2,000","Mercedes-Benz","500SL","18,438","1","WAUAFAFL2DA524239","G4W 0C7","Yellow","9/11/2019"
"2018 Hyundai Accent","2,018","Hyundai","Accent","21,377","0","SCBLE37G73C157808","M7J 5X2","Black","4/15/2019"
"2009 Ford Freestar","2,009","Ford","Freestar","15,402","0","1GYS4HEF6DR137805","P7K 6F9","White","10/18/2019"
"2007 Toyota RAV4","2,007","Toyota","RAV4","18,815","0","1G4HP52K834161618","U8V 4D4","Black","10/13/2018"
"2002 Buick Enclave","2,002","Buick","Enclave","20,784","1","WAUDC68DX1A337450","N0R 7B2","White","1/1/2019"
"2003 Hyundai Entourage","2,003","Hyundai","Entourage","16,116","0","3FA6P0SU3FR076509","X8A 3T6","Silver","4/25/2018"
"2003 Chevrolet Suburban 1500","2,003","Chevrolet","Suburban 1500","17,860","1","1GYS3EEJ0BR297102","T6X 8X8","Gray","8/16/2018"
"2023 BMW M Roadster","2,023","BMW","M Roadster","18,033","0","1FTEX1CM5BF855876","V2A 7D4","Gray","11/2/2018"
"2023 Chrysler Sebring","2,023","Chrysler","Sebring","23,834","0","KNAFK4A68F5565412","I8Y 1F6","Blue","8/9/2018"
"2017 Mazda MPV","2,017","Mazda","MPV","14,694","1","1FTEW1CMXEK034190","R1C 0O8","Brown","7/27/2019"
"2018 Dodge Stratus","2,018","Dodge","Stratus","16,284","1","WBA3C3G51EN349182","B4V 1Z4","Gray","8/16/2018"
"2016 Mercedes-Benz CL65 AMG","2,016","Mercedes-Benz","CL65 AMG","18,879","1","SCFPDCGP8EG278166","X1Z 8U9","Red","3/20/2018"
"2002 Cadillac DeVille","2,002","Cadillac","DeVille","23,431","1","JTDZN3EUXE3327405","G5N 0X8","Red","2/11/2019"
"2015 Chevrolet Corvette","2,015","Chevrolet","Corvette","16,491","0","2C3CDXEJ6FH126108","Q9O 1T5","Red","10/26/2018"
"2012 Toyota Celica","2,012","Toyota","Celica","24,619","0","WA1AM94L09D672951","K3L 6M1","Red","6/23/2019"
"2024 Volvo V40","2,024","Volvo","V40","18,647","1","19UUA65554A759976","J9G 6S4","Black","3/9/2018"
"2020 Toyota FJ Cruiser","2,020","Toyota","FJ Cruiser","17,082","0","1FTEX1CW7AK012804","Y0H 2Y5","Black","12/4/2020"
"2022 Hyundai Accent","2,022","Hyundai","Accent","17,278","1","JTHBE5C20D5557924","V9G 5D2","White","7/28/2019"
"2021 Ford Escort","2,021","Ford","Escort","15,301","1","5N1AZ2MG1FN354839","B7E 0L6","White","9/3/2020"
"2004 Chrysler Town & Country","2,004","Chrysler","Town & Country","24,017","0","SCBLC37F36C621825","S9L 7V5","White","2/14/2020"
"2014 Toyota Xtra","2,014","Toyota","Xtra","14,594","1","1G6YX36DX85313407","W3T 2R8","Black","5/21/2019"
"2020 Nissan 300ZX","2,020","Nissan","300ZX","21,849","0","SCBDP3ZA9BC492977","V0X 5S8","Black","3/7/2020"
"2009 Mazda B-Series","2,009","Mazda","B-Series","21,473","0","1G6KD5E62BU429954","C5C 7P1","Silver","10/17/2018"
"2011 Nissan Altima","2,011","Nissan","Altima","21,176","1","1GTN2TEH1FZ030788","Z9S 3G6","White","4/14/2019"
"2007 Ford Probe","2,007","Ford","Probe","20,106","1","1GT3CZBG9AF581144","A8W 5B1","White","9/13/2018"
"2022 Ford Expedition","2,022","Ford","Expedition","18,700","0","2T1BURHE5FC285598","E3B 9W0","White","3/21/2018"
"2002 GMC 2500","2,002","GMC","2500","24,805","1","1N6AA0CC1AN665160","R4Q 1M2","White","9/1/2018"
"2024 Ford Mustang","2,024","Ford","Mustang","21,647","0","1FTEW1CMXDF731155","H0R 3Q1","Black","7/20/2019"
"2013 Ford Escort","2,013","Ford","Escort","17,741","0","WAUGGAFR6EA579662","P9B 7A5","Gray","6/13/2019"
"2008 Mazda RX-7","2,008","Mazda","RX-7","14,036","0","TRUSC28N421406958","X8Z 8A1","Black","10/27/2018"
"2020 Volkswagen Type 2","2,020","Volkswagen","Type 2","17,587","1","SALWR2VF9FA728789","M2O 3M6","Red","1/24/2019"
"2010 Mitsubishi Eclipse","2,010","Mitsubishi","Eclipse","18,128","0","3G5DA03L87S019930","T3M 1M8","Black","5/29/2020"
"2015 Chevrolet Avalanche 2500","2,015","Chevrolet","Avalanche 2500","21,973","1","1G6YV36A885758983","W4F 8U7","White","10/15/2019"
"2015 CitroÃƒÂ«n SM","2,015","CitroÃƒÂ«n","SM","20,025","1","JTHBK1GG6D2980998","A2R 0W7","Blue","7/20/2020"
"2015 Cadillac STS-V","2,015","Cadillac","STS-V","15,854","1","WBAKE5C50BE633406","T6Z 4U6","Blue","10/20/2018"
"2010 Ford Tempo","2,010","Ford","Tempo","18,073","0","WAUGU54D01N294837","Y8X 2O8","Gray","12/8/2020"
"2007 Nissan Pathfinder","2,007","Nissan","Pathfinder","23,632","1","JTMHY7AJ7B4835102","Z0R 4H6","Silver","9/5/2019"
"2015 Ford Laser","2,015","Ford","Laser","20,125","1","WBA3V5C5XF5945503","M6C 0N4","Black","12/16/2020"
"2014 Porsche Cayman","2,014","Porsche","Cayman","13,913","1","WBA3A9C58DF788838","C7D 0K9","Black","3/14/2018"
"2019 Volkswagen Passat","2,019","Volkswagen","Passat","17,506","1","WBASN2C58AC466222","O6X 8Z0","Silver","9/3/2018"
"2015 Chevrolet Malibu","2,015","Chevrolet","Malibu","19,260","1","KMHTC6AD5EU010320","B8T 2X3","Black","7/15/2019"
"2008 Ford F150","2,008","Ford","F150","22,413","1","1N6AA0EJ8FN181277","Z3C 8D8","Gray","9/12/2019"
"2020 BMW M5","2,020","BMW","M5","23,695","1","WAUGFBFC9DN566271","Z4Q 4U9","Blue","8/31/2019"
"2012 Ford Bronco II","2,012","Ford","Bronco II","13,705","0","WBA3R1C58FF964235","C6E 8C2","Blue","3/9/2018"
"2020 Chevrolet APV","2,020","Chevrolet","APV","19,100","1","5N1AR2MM6DC064109","A7J 3D5","Blue","12/2/2020"
"2020 Toyota Tundra","2,020","Toyota","Tundra","17,750","0","WAUAH94F86N010865","M2G 6N7","Red","8/8/2019"
"2009 Mitsubishi Galant","2,009","Mitsubishi","Galant","15,626","1","2T1BU4EE8BC238292","R3J 9U7","Black","8/15/2019"
"2000 Chevrolet Blazer","2,000","Chevrolet","Blazer","15,931","1","WBA3A5G54DN830267","U1K 6Y9","White","2/21/2019"
"2003 Lexus LX","2,003","Lexus","LX","20,897","0","1G4HE5EM7AU605166","U9S 7P1","Silver","6/23/2018"
"2009 Honda Odyssey","2,009","Honda","Odyssey","22,928","1","WAUEL94F96N256775","D6E 6C0","Black","11/8/2020"
"2007 Pontiac Sunfire","2,007","Pontiac","Sunfire","14,600","0","1G6DG5EY4B0594574","F2A 1Y5","Black","4/17/2018"
"2005 Oldsmobile 88","2,005","Oldsmobile","88","24,101","0","JN1BJ0HP5FM127600","P7A 0G5","White","10/7/2020"
"2000 Suzuki Equator","2,000","Suzuki","Equator","14,966","1","3C63D3EL9CG715615","T9A 7B1","Blue","6/20/2018"
"2016 Dodge Intrepid","2,016","Dodge","Intrepid","16,902","0","WA1LGBFE3CD565809","I3B 1G1","Gray","9/3/2019"
"2003 Land Rover Range Rover","2,003","Land Rover","Range Rover","15,474","1","JN1AJ0HP2BM845840","P0R 0X8","Gray","8/29/2019"
"2019 Lamborghini Gallardo","2,019","Lamborghini","Gallardo","18,585","0","JH4NA12624T773064","Q1P 9M8","Black","11/3/2018"
"2014 Dodge Ram 1500 Club","2,014","Dodge","Ram 1500 Club","18,886","1","1FT7W2A61EE577543","M3V 4I7","Brown","3/28/2018"
"2021 Cadillac XLR","2,021","Cadillac","XLR","13,618","1","1G4GC5ERXCF733681","R0N 2T7","White","7/30/2020"
"2020 Volvo 960","2,020","Volvo","960","15,934","1","1G4GL5E35CF208717","X7J 1S4","Black","2/21/2018"
"2020 Audi 200","2,020","Audi","200","24,784","1","2B3CJ5DT1BH367050","X5G 3O4","Red","8/5/2020"
"2007 Ford Festiva","2,007","Ford","Festiva","19,376","1","19XFA1E57AE842909","Q9P 1P5","Gray","4/23/2018"
"2006 Kia Sorento","2,006","Kia","Sorento","24,139","1","JTEBU5JR6F5184651","Q2T 6N1","Black","12/20/2019"
"2020 Dodge Stratus","2,020","Dodge","Stratus","23,363","0","5GAKRAKD4EJ535887","S4Q 9M6","White","11/20/2020"
"2006 Nissan Quest","2,006","Nissan","Quest","16,282","0","SCFEBBCF8BG803386","E9S 7V8","Silver","5/15/2019"
"2023 BMW 5 Series","2,023","BMW","5 Series","22,391","0","WDDGF4HB0DG933118","X9K 0V9","Yellow","12/24/2020"
"2021 Aston Martin DB9","2,021","Aston Martin","DB9","21,455","0","2C3CDZAT0FH849701","Y3X 2F7","White","4/25/2019"
"2002 Jaguar XK Series","2,002","Jaguar","XK Series","22,715","1","5UXFB53514L193755","P5K 8G8","White","11/19/2020"
"2013 Mercury Cougar","2,013","Mercury","Cougar","17,710","0","JA32X8HW8DU256573","T5X 7Z8","Silver","12/2/2018"
"2011 Ford GT500","2,011","Ford","GT500","21,982","1","5N1AT2ML7EC330103","W5E 3V2","Gray","7/23/2020"
"2004 BMW M5","2,004","BMW","M5","18,543","0","WUAUUAFG9CN077864","O7U 1M3","Gray","11/27/2020"
"2009 Rolls-Royce Phantom","2,009","Rolls-Royce","Phantom","19,321","1","1C3CC4FB4AN625028","G0A 3U4","Gray","1/19/2018"
"2017 Subaru Forester","2,017","Subaru","Forester","18,393","1","1FTMF1CW3AF887367","L7U 0O5","Blue","7/22/2018"
"2012 Ferrari California","2,012","Ferrari","California","14,608","0","WAUEFBFL0BN967812","G8F 5L1","White","12/13/2018"
"2017 Mercury Capri","2,017","Mercury","Capri","20,612","0","SCFFDCCD3CG912343","O0L 2P7","White","8/27/2020"
"2013 Porsche 944","2,013","Porsche","944","20,242","0","WA1VFAFL9DA398315","B0R 8I0","Gray","1/5/2018"
"2014 Hyundai Scoupe","2,014","Hyundai","Scoupe","21,698","0","KMHFG4JG9FA331070","M9F 2D7","White","12/14/2020"
"2015 Mercedes-Benz M-Class","2,015","Mercedes-Benz","M-Class","21,503","0","1N4AA5AP9EC280510","B4D 9J2","Silver","9/15/2019"
"2003 Ford Aerostar","2,003","Ford","Aerostar","20,704","0","1GD312CG5EF680444","F3P 6T3","Black","7/6/2020"
"2015 Saturn VUE","2,015","Saturn","VUE","20,123","0","1FMEU5BE3AU566611","G6S 4W0","Gray","4/27/2018"
"2002 Mazda B-Series Plus","2,002","Mazda","B-Series Plus","20,182","1","JN1AY1AR4CM726105","X8L 0E7","Black","7/28/2020"
"2015 Mercury Cougar","2,015","Mercury","Cougar","16,579","1","WAUSH78E98A368965","R5P 2O5","Gray","9/20/2020"
"2017 Ford Taurus","2,017","Ford","Taurus","15,996","1","5NPDH4AE0CH916163","Q8M 4J9","Black","7/25/2019"
"2020 Mazda 626","2,020","Mazda","626","19,862","1","YV1672MS6B2219527","L6Q 7K2","Gray","4/22/2020"
"2014 Volkswagen New Beetle","2,014","Volkswagen","New Beetle","17,472","0","WBAEN33464E748717","I5I 0T6","White","6/28/2020"
"2014 GMC Savana 1500","2,014","GMC","Savana 1500","17,675","0","WAUNF68P46A170564","X5O 5W9","Gray","1/9/2018"
"2004 Mitsubishi Lancer Evolution","2,004","Mitsubishi","Lancer Evolution","23,006","1","JTEBU4BF9AK275566","J4Z 6W0","Blue","12/20/2018"
"2014 Pontiac Grand Prix","2,014","Pontiac","Grand Prix","18,344","1","WVGAV3AX4DW667512","M6W 3R1","White","9/17/2018"
"2025 Kia Sportage","2,025","Kia","Sportage","19,202","1","5TFBM5F16AX488423","J7Y 1X5","White","3/10/2018"
"2008 Oldsmobile Aurora","2,008","Oldsmobile","Aurora","14,688","0","WA1VMBFP9EA627902","X3K 1Y4","Black","9/14/2020"
"2019 Mercedes-Benz 600SEC","2,019","Mercedes-Benz","600SEC","24,203","0","JN8AS5MT7DW261262","W5B 1P2","Silver","8/12/2018"
"2020 Hyundai XG350","2,020","Hyundai","XG350","19,848","0","3N1AB6APXCL693134","M1C 7R5","Silver","3/16/2018"
"2001 Pontiac Sunfire","2,001","Pontiac","Sunfire","20,076","0","WAUVC58EX4A925523","A6H 5H9","Black","12/22/2020"
"2007 Buick LeSabre","2,007","Buick","LeSabre","20,808","0","WA1EY94L38D925426","E9B 6B4","Silver","11/12/2019"
"2000 Nissan Quest","2,000","Nissan","Quest","19,851","1","WA1DMAFP2FA537756","Y4U 2C0","Silver","12/17/2020"
"2014 Suzuki Cultus","2,014","Suzuki","Cultus","15,648","1","WBABS33433J899001","Z3K 9H3","Gray","1/2/2020"
"2009 Jeep Commander","2,009","Jeep","Commander","18,168","0","JTHBC1KS8B5321860","U3P 6X6","Brown","12/26/2018"
"2012 Lincoln Continental","2,012","Lincoln","Continental","17,004","1","JA4AP3AU8BZ835663","E7T 2G2","Gray","9/8/2019"
"2008 GMC Sonoma","2,008","GMC","Sonoma","17,607","1","1VWAP7A37EC177312","T2O 9X3","Black","11/16/2018"
"2023 Nissan Rogue","2,023","Nissan","Rogue","16,438","0","3GYFNCEY7BS178571","G5A 7A9","Blue","9/25/2019"
"2017 Chrysler Town & Country","2,017","Chrysler","Town & Country","19,481","0","WAUYGAFC6DN305627","W3N 4N8","Gray","8/8/2019"
"2012 Dodge Ram 2500 Club","2,012","Dodge","Ram 2500 Club","15,101","0","WAUFFBFL5BA730762","A1A 6N6","Brown","7/15/2019"
"2007 BMW 5 Series","2,007","BMW","5 Series","16,859","0","1G6DV1EP6B0306012","T8S 3B5","Gray","6/12/2019"
"2016 GMC Savana 1500","2,016","GMC","Savana 1500","17,102","1","WBAKF3C52BE275842","X1K 2A4","White","3/7/2018"
"2008 Lotus Exige","2,008","Lotus","Exige","14,615","1","WBAPM5C50BA040791","C1V 4O0","Blue","8/28/2018"
"2017 Aston Martin V8 Vantage","2,017","Aston Martin","V8 Vantage","19,516","1","WAUHF98PX7A839582","Z2O 2J6","Silver","8/2/2018"
"2008 Ford Thunderbird","2,008","Ford","Thunderbird","24,740","1","JM1DE1KY2E0591368","X7X 6O3","Silver","3/23/2018"
"2013 Chevrolet Monte Carlo","2,013","Chevrolet","Monte Carlo","23,736","1","SCBCU7ZAXAC705414","R2Q 0C5","White","4/10/2019"
"2006 Porsche Cayenne","2,006","Porsche","Cayenne","18,320","0","WP0AA2A97CS397709","I1L 5C0","White","12/6/2018"
"2009 Plymouth Sundance","2,009","Plymouth","Sundance","14,490","0","WAUAFAFH7BN256838","S2M 9A8","Silver","2/12/2020"
"2019 Lincoln LS","2,019","Lincoln","LS","15,008","0","1D7CW2BK3AS808974","X5W 6F0","Gray","3/20/2020"
"2005 Suzuki Daewoo Lacetti","2,005","Suzuki","Daewoo Lacetti","24,008","1","WAULT68E64A889519","A7D 0I6","Black","5/27/2020"
"2009 Ford Transit Connect","2,009","Ford","Transit Connect","16,539","1","WBABW53425P365875","J2J 6S2","Black","4/30/2019"
"2025 Chevrolet Express 1500","2,025","Chevrolet","Express 1500","16,895","1","JTDKDTB35D1554897","P7R 2Q9","Blue","1/6/2019"
"2018 Porsche 944","2,018","Porsche","944","13,152","1","1N6AA0EJ8FN350679","O9X 3G7","White","11/13/2020"
"2000 Chevrolet Tahoe","2,000","Chevrolet","Tahoe","13,069","1","1D4RD4GG6BC845915","Q7H 2F8","Blue","7/8/2020"
"2006 MINI Cooper","2,006","MINI","Cooper","18,356","1","2G4GZ5GV5B9020154","E2O 3O8","Blue","10/8/2018"
"2006 Chevrolet Silverado 1500","2,006","Chevrolet","Silverado 1500","15,392","1","2G4WS55J941903319","W7V 2R2","Blue","4/25/2019"
"2019 Ford F-Series","2,019","Ford","F-Series","16,144","1","WBA3C1G54DN606323","H8U 7E1","Silver","3/7/2019"
"2013 Kia Rio","2,013","Kia","Rio","15,273","0","3VWJX7AJ2AM955104","X4F 7V0","White","1/28/2018"
"2016 Chevrolet SSR","2,016","Chevrolet","SSR","14,877","1","JN8AE2KP1D9761024","A1C 1C5","Black","5/24/2018"
"2011 Chevrolet 2500","2,011","Chevrolet","2500","15,473","1","1HGCR2E75FA801029","S9I 3M8","Blue","8/21/2020"
"2006 Mitsubishi Montero","2,006","Mitsubishi","Montero","14,551","1","JTHBL1EF9A5543420","O3P 0C1","Gray","3/6/2019"
"2015 Volkswagen Eurovan","2,015","Volkswagen","Eurovan","20,931","1","1C4RDHAG3EC908342","G1I 1E5","White","11/1/2020"
"2000 GMC Rally Wagon 3500","2,000","GMC","Rally Wagon 3500","13,706","1","JTDKN3DU9B0375932","I1D 5X7","Silver","12/20/2018"
"2004 Chevrolet Suburban","2,004","Chevrolet","Suburban","24,843","1","1GKS1HE04ER355323","P3V 7K1","White","3/23/2018"
"2004 Audi 80","2,004","Audi","80","19,274","1","1FTMF1CW0AF092826","D6L 4F4","Black","3/19/2020"
"2013 GMC Savana 1500","2,013","GMC","Savana 1500","15,029","0","WAULF98K99N560439","V5E 8I0","Silver","9/6/2019"
"2009 Toyota Land Cruiser","2,009","Toyota","Land Cruiser","22,511","1","1FT7W2A68EE586756","D2B 2H1","White","9/4/2020"
"2023 Mazda Protege","2,023","Mazda","Protege","13,661","1","JN8AS1MU5BM164040","W5G 4Y4","Gray","10/10/2019"
"2020 Mercedes-Benz E-Class","2,020","Mercedes-Benz","E-Class","17,915","0","WP0AB2A94FS964301","Y6X 4G3","Black","12/1/2019"
"2016 BMW X6","2,016","BMW","X6","21,885","0","SALAB2D42BA129211","Q2P 7X3","Blue","9/7/2018"
"2008 Dodge Stratus","2,008","Dodge","Stratus","23,038","0","YV440MBK5F1240085","T2X 8N2","White","7/6/2019"
"2006 Ford Crown Victoria","2,006","Ford","Crown Victoria","19,166","1","1G6ET12972B856355","O7B 8T0","Blue","10/7/2020"
"2024 GMC Savana 1500","2,024","GMC","Savana 1500","17,665","1","1G4GE5EV1AF793952","A4C 3Y4","Black","11/13/2019"
"2017 Maserati Quattroporte","2,017","Maserati","Quattroporte","23,973","0","WAURD68D91A166080","H2E 7S8","Black","8/8/2018"
"2008 Honda Civic","2,008","Honda","Civic","19,972","1","WBAUL7C56BV967823","A0O 6R4","Green","2/17/2018"
"2016 Audi 90","2,016","Audi","90","18,461","0","WBAHN03527D564728","J1K 9K8","Red","11/11/2020"
"2000 Audi 90","2,000","Audi","90","13,446","0","5N1AN0NU8CN129639","L5R 7D5","Black","2/21/2020"
"2010 Suzuki SJ","2,010","Suzuki","SJ","15,952","0","2FMPK4J98FB585228","E0Q 5R2","White","8/24/2019"
"2010 Honda Odyssey","2,010","Honda","Odyssey","21,436","0","SALVP1BG1FH732898","K4Q 3T1","Blue","12/10/2019"
"2011 Dodge Caravan","2,011","Dodge","Caravan","13,749","0","WAUDFBFC8CN596847","W1Y 5X1","Silver","11/19/2019"
"2009 Toyota Sequoia","2,009","Toyota","Sequoia","15,210","1","5TFBM5F18AX959651","X1C 0C8","Silver","12/17/2019"
"2010 Kia Sorento","2,010","Kia","Sorento","13,752","0","WAUDT94F45N893809","K6O 3Q4","Silver","9/30/2018"
